Title,Sample Code,Type,ID,Provider,Tags,License
Carbon in Earth’s ecosystems: Manageable biomass,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:geophysical-biological-biogeochemical/GLOBAL-IRRECOVERABLE-CARBON,image_collection,projects/sat-io/open-datasets/manageable_carbon/carbon_biomass,Noon et al,"irrecoverable carbon, vulnerable carbon, manageable carbon, global map, ecosystem",Creative Commons Attribution 4.0 International
Carbon in Earth’s ecosystems: Manageable soil,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:geophysical-biological-biogeochemical/GLOBAL-IRRECOVERABLE-CARBON,image_collection,projects/sat-io/open-datasets/manageable_carbon/carbon_soil,Noon et al,"irrecoverable carbon, vulnerable carbon, manageable carbon, global map, ecosystem",Creative Commons Attribution 4.0 International
Carbon in Earth’s ecosystems: Manageable total,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:geophysical-biological-biogeochemical/GLOBAL-IRRECOVERABLE-CARBON,image_collection,projects/sat-io/open-datasets/manageable_carbon/carbon_total,Noon et al,"irrecoverable carbon, vulnerable carbon, manageable carbon, global map, ecosystem",Creative Commons Attribution 4.0 International
Carbon in Earth’s ecosystems: Vulnerable biomass,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:geophysical-biological-biogeochemical/GLOBAL-IRRECOVERABLE-CARBON,image_collection,projects/sat-io/open-datasets/vulnerable_carbon/carbon_biomass,Noon et al,"irrecoverable carbon, vulnerable carbon, manageable carbon, global map, ecosystem",Creative Commons Attribution 4.0 International
Carbon in Earth’s ecosystems: Vulnerable soil,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:geophysical-biological-biogeochemical/GLOBAL-IRRECOVERABLE-CARBON,image_collection,projects/sat-io/open-datasets/vulnerable_carbon/carbon_soil,Noon et al,"irrecoverable carbon, vulnerable carbon, manageable carbon, global map, ecosystem",Creative Commons Attribution 4.0 International
Carbon in Earth’s ecosystems: Vulnerable total,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:geophysical-biological-biogeochemical/GLOBAL-IRRECOVERABLE-CARBON,image_collection,projects/sat-io/open-datasets/vulnerable_carbon/carbon_total,Noon et al,"irrecoverable carbon, vulnerable carbon, manageable carbon, global map, ecosystem",Creative Commons Attribution 4.0 International
Carbon Mapper Data Portal Methane Emissions: Basemap,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:global-utilities-assets-amenities/CARBON-MAPPER-METHANE-EMISSIONS,image_collection,projects/sat-io/open-datasets/carbon-mapper/rgb_geo,"Carbon Mapper, Inc.","Methane Emissions, AVIRIS-NG, Global Airborne Observatory, Plume Emissions , Carbon Mapper Data Portal",custom
Carbon Mapper Data Portal Methane Emissions: Plume,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:global-utilities-assets-amenities/CARBON-MAPPER-METHANE-EMISSIONS,image_collection,projects/sat-io/open-datasets/carbon-mapper/plume_geo,"Carbon Mapper, Inc.","Methane Emissions, AVIRIS-NG, Global Airborne Observatory, Plume Emissions , Carbon Mapper Data Portal",custom
Carbon Mapper Data Portal Methane Emissions: Plume features,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:global-utilities-assets-amenities/CARBON-MAPPER-METHANE-EMISSIONS,table,projects/sat-io/open-datasets/carbon-mapper/plume_feature,"Carbon Mapper, Inc.","Methane Emissions, AVIRIS-NG, Global Airborne Observatory, Plume Emissions , Carbon Mapper Data Portal",custom
Catchment Size Sum- Global Freshwater Variables,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:biodiversity-ecosystems-habitat/GLOBAL-FRESHWATER-VARIABLES,image,projects/sat-io/open-datasets/global_freshwater_variables/catchment_size_sum,"Domisch, S., Amatulli, G., and Jetz, W.","catchment size sum, EarthEnv, global freshwater",Creative Commons Attribution Non Commercial Share Alike 4.0 International
Cation Exchange Capacity of the soil,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:soil-properties/ISRIC-SOIL-GRID-250,image,projects/soilgrids-isric/cec_mean,International Soil Reference and Information Centre (ISRIC),"Global Soilgrid, Cation Exchange Capacity, ISRIC",Creative Commons Attribution 4.0 International
C-CAP High-Resolution Land Cover : AS,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:regional-landuse-landcover/CCAP-HRLC-AS,image_collection,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HRLC/CCAP_AS_LC,"NOAA's Ocean Service, Office for Coastal Management (OCM)","Land Use, Land Cover, Urban Watch, Remote Sensing, High Resolution, OBIA, NOAA",custom
C-CAP High-Resolution Land Cover : CA,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:regional-landuse-landcover/CCAP-HRLC-CA,image_collection,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HRLC/CCAP_CA_LC,"NOAA's Ocean Service, Office for Coastal Management (OCM)","Land Use, Land Cover, Urban Watch, Remote Sensing, High Resolution, OBIA, NOAA",custom
C-CAP High-Resolution Land Cover : CT,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:regional-landuse-landcover/CCAP-HRLC-CT,image_collection,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HRLC/CCAP_CT_LC,"NOAA's Ocean Service, Office for Coastal Management (OCM)","Land Use, Land Cover, Urban Watch, Remote Sensing, High Resolution, OBIA, NOAA",custom
C-CAP High-Resolution Land Cover : GU,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:regional-landuse-landcover/CCAP-HRLC-GU,image_collection,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HRLC/CCAP_GU_LC,"NOAA's Ocean Service, Office for Coastal Management (OCM)","Land Use, Land Cover, Urban Watch, Remote Sensing, High Resolution, OBIA, NOAA",custom
C-CAP High-Resolution Land Cover : HI,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:regional-landuse-landcover/CCAP-HRLC-HI,image_collection,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HRLC/CCAP_HI_LC,"NOAA's Ocean Service, Office for Coastal Management (OCM)","Land Use, Land Cover, Urban Watch, Remote Sensing, High Resolution, OBIA, NOAA",custom
C-CAP High-Resolution Land Cover : LA,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:regional-landuse-landcover/CCAP-HRLC-LA,image_collection,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HRLC/CCAP_LA_LC,"NOAA's Ocean Service, Office for Coastal Management (OCM)","Land Use, Land Cover, Urban Watch, Remote Sensing, High Resolution, OBIA, NOAA",custom
C-CAP High-Resolution Land Cover : MA,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:regional-landuse-landcover/CCAP-HRLC-MA,image_collection,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HRLC/CCAP_MA_LC,"NOAA's Ocean Service, Office for Coastal Management (OCM)","Land Use, Land Cover, Urban Watch, Remote Sensing, High Resolution, OBIA, NOAA",custom
C-CAP High-Resolution Land Cover : ME,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:regional-landuse-landcover/CCAP-HRLC-ME,image_collection,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HRLC/CCAP_ME_LC,"NOAA's Ocean Service, Office for Coastal Management (OCM)","Land Use, Land Cover, Urban Watch, Remote Sensing, High Resolution, OBIA, NOAA",custom
C-CAP High-Resolution Land Cover : MP,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:regional-landuse-landcover/CCAP-HRLC-MP,image_collection,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HRLC/CCAP_MP_LC,"NOAA's Ocean Service, Office for Coastal Management (OCM)","Land Use, Land Cover, Urban Watch, Remote Sensing, High Resolution, OBIA, NOAA",custom
C-CAP High-Resolution Land Cover : OH,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:regional-landuse-landcover/CCAP-HRLC-OH,image_collection,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HRLC/CCAP_OH_LC,"NOAA's Ocean Service, Office for Coastal Management (OCM)","Land Use, Land Cover, Urban Watch, Remote Sensing, High Resolution, OBIA, NOAA",custom
C-CAP High-Resolution Land Cover : OR,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:regional-landuse-landcover/CCAP-HRLC-OR,image_collection,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HRLC/CCAP_OR_LC,"NOAA's Ocean Service, Office for Coastal Management (OCM)","Land Use, Land Cover, Urban Watch, Remote Sensing, High Resolution, OBIA, NOAA",custom
C-CAP High-Resolution Land Cover : PR,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:regional-landuse-landcover/CCAP-HRLC-PR,image_collection,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HRLC/CCAP_PR_LC,"NOAA's Ocean Service, Office for Coastal Management (OCM)","Land Use, Land Cover, Urban Watch, Remote Sensing, High Resolution, OBIA, NOAA",custom
C-CAP High-Resolution Land Cover : VI,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:regional-landuse-landcover/CCAP-HRLC-VI,image_collection,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HRLC/CCAP_VI_LC,"NOAA's Ocean Service, Office for Coastal Management (OCM)","Land Use, Land Cover, Urban Watch, Remote Sensing, High Resolution, OBIA, NOAA",custom
C-CAP High-Resolution Land Cover : WA,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:regional-landuse-landcover/CCAP-HRLC-WA,image_collection,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HRLC/CCAP_WA_LC,"NOAA's Ocean Service, Office for Coastal Management (OCM)","Land Use, Land Cover, Urban Watch, Remote Sensing, High Resolution, OBIA, NOAA",custom
C-CAP Medium-Resolution Impervious - Beta 30m,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:regional-landuse-landcover/CCAP-IMPERVIOUS,image_collection,projects/sat-io/open-datasets/NOAA/ccap_30m_impervious,"NOAA's Ocean Service, Office for Coastal Management (OCM)","Land Use, Land Cover, Remote Sensing, High Resolution, OBIA, NOAA, Impervious",custom
C-CAP Medium-Resolution Land Cover - Beta 10m,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:regional-landuse-landcover/CCAP-LC-BETA,image_collection,projects/sat-io/open-datasets/NOAA/ccap_10m,"NOAA's Ocean Service, Office for Coastal Management (OCM)","Land Use, Land Cover, Remote Sensing, High Resolution, OBIA, NOAA",custom
C-CAP Medium-Resolution Land Cover - Beta 30m,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:regional-landuse-landcover/CCAP-LC-BETA,image_collection,projects/sat-io/open-datasets/NOAA/ccap_30m,"NOAA's Ocean Service, Office for Coastal Management (OCM)","Land Use, Land Cover, Remote Sensing, High Resolution, OBIA, NOAA",custom
C-CAP Wetland Potential 30m,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:regional-landuse-landcover/CCAP-WETLAND-POTENTIAL,image,projects/sat-io/open-datasets/NOAA/conus_ccap_wetland_potential,"NOAA's Ocean Service, Office for Coastal Management (OCM)","Wetland, Coastal data, NOAA, Remote Sensing",custom
CCI LAND COVER S2 PROTOTYPE LAND COVER 20M MAP OF AFRICA 2016,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:regional-landuse-landcover/CCI-LC-20M-AFRICA,image,projects/sat-io/open-datasets/ESA/ESACCI-LC-L4-LC10-Map-20m-P1Y-2016-v10,ESA,"Landcover, Sentinel-2 Landcover, ESA, Africa Landcover",custom
CEMS Fire Danger Indices Daily,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:fire-monitoring-analysis/CEMS-FIRE-DAILY,image_collection,projects/climate-engine-pro/assets/ce-cems-fire-daily-4-1,Copernicus,"ECMWF, Copernicus, wildfire, climate, reanalysis, ERA5, daily, near real-time",custom
Chesapeake Bay High Resolution Land Cover Dataset (2013-2014),https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:regional-landuse-landcover/CHESEPEAKE_BAY_2013-2014,image,projects/earthengine-legacy/assets/projects/sat-io/open-datasets/HRLC/Baywide_13Class_20132014,Conservation Innovation Center at the Chesapeake Conservancy,"Land Use, Land Cover, Urban Watch, Remote Sensing, High Resolution, Chesapeake Bay",custom
Climate Hazards Group InfraRed Precipitation with Station Data-Prelim (CHIRPS-Prelim),https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:weather-climate/CANADA-DROUGHT-OUTLOOK,image_collection,projects/climate-engine-pro/assets/ce-chirps-prelim-pentad,Climate Hazards Group Infrared Precipitation with Stations (CHIRPS),"precipitation, near real-time, climate, CHIRPS",custom
Climate Normals: Average Temperature monthly,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:weather-climate/CMIP6-CURRENT-FUTURE-SCENARIOS,image_collection,projects/sat-io/open-datasets/CMIP6-scenarios-NA/Climate-Normals_tave,"AdaptWest Project, Wang, T., A. Hamann, D. Spittlehouse, C. Carroll","climate change, global circulation models, gridded climate data, north america,emission scenarios,climate variables,precipitation",Creative Commons Attribution 4.0 International
Climate Normals: Bioclimatic Variables,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:weather-climate/CMIP6-CURRENT-FUTURE-BIOCLIMATIC,image_collection,projects/sat-io/open-datasets/CMIP6-scenarios-NA/Climate-Normals_bioclim,"AdaptWest Project, Wang, T., A. Hamann, D. Spittlehouse, C. Carroll","climate change, global circulation models, gridded climate data, north america,emission scenarios,climate variables,precipitation",Creative Commons Attribution 4.0 International
Climate Normals: Maximum Temperature monthly,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:weather-climate/CMIP6-CURRENT-FUTURE-SCENARIOS,image_collection,projects/sat-io/open-datasets/CMIP6-scenarios-NA/Climate-Normals_tmax,"AdaptWest Project, Wang, T., A. Hamann, D. Spittlehouse, C. Carroll","climate change, global circulation models, gridded climate data, north america,emission scenarios,climate variables,precipitation",Creative Commons Attribution 4.0 International
Climate Normals: Minimum Temperature monthly,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:weather-climate/CMIP6-CURRENT-FUTURE-SCENARIOS,image_collection,projects/sat-io/open-datasets/CMIP6-scenarios-NA/Climate-Normals_tmin,"AdaptWest Project, Wang, T., A. Hamann, D. Spittlehouse, C. Carroll","climate change, global circulation models, gridded climate data, north america,emission scenarios,climate variables,precipitation",Creative Commons Attribution 4.0 International
Climate Normals: Total Precipitation monthly,https://code.earthengine.google.com/?scriptPath=users/sat-io/awesome-gee-catalog-examples:weather-climate/CMIP6-CURRENT-FUTURE-SCENARIOS,image_collection,projects/sat-io/open-datasets/CMIP6-scenarios-NA/Climate-Normals_ppt,"AdaptWest Project, Wang, T., A. Hamann, D. Spittlehouse, C. Carroll","climate change, global circulation models, gridded climate data, north america,emission scenarios,climate variables,precipitation",Creative Commons Attribution 4.0 International
